stock_code,year,quarter,BS_100,BS_110,BS_111,BS_112,BS_120,BS_121,BS_122,BS_123,BS_130,BS_131,BS_132,BS_133,BS_134,BS_135,BS_136,BS_137,BS_139,BS_140,BS_141,BS_149,BS_150,BS_151,BS_152,BS_153,BS_154,BS_155,BS_200,BS_210,BS_211,BS_212,BS_213,BS_214,BS_215,BS_216,BS_219,BS_220,BS_221,BS_222,BS_223,BS_224,BS_225,BS_226,BS_227,BS_228,BS_229,BS_230,BS_231,BS_232,BS_240,BS_241,BS_242,BS_250,BS_251,BS_252,BS_253,BS_254,BS_255,BS_260,BS_261,BS_262,BS_263,BS_268,BS_269,BS_270,BS_300,BS_310,BS_311,BS_312,BS_313,BS_314,BS_315,BS_316,BS_317,BS_318,BS_319,BS_320,BS_321,BS_322,BS_323,BS_324,BS_330,BS_331,BS_332,BS_333,BS_334,BS_335,BS_336,BS_337,BS_338,BS_339,BS_340,BS_341,BS_342,BS_343,BS_400,BS_410,BS_411,BS_411a,BS_411b,BS_412,BS_413,BS_414,BS_415,BS_416,BS_417,BS_418,BS_419,BS_420,BS_421,BS_421a,BS_421b,BS_422,BS_429,BS_430,BS_431,BS_432,BS_440,CF_001,CF_002,CF_003,CF_004,CF_005,CF_006,CF_007,CF_008,CF_009,CF_010,CF_011,CF_012,CF_013,CF_014,CF_015,CF_016,CF_017,CF_020,CF_021,CF_022,CF_023,CF_024,CF_025,CF_026,CF_027,CF_030,CF_031,CF_032,CF_033,CF_034,CF_035,CF_036,CF_037,CF_040,CF_050,CF_060,CF_061,CF_070,IS_001,IS_002,IS_010,IS_011,IS_020,IS_021,IS_022,IS_023,IS_024,IS_025,IS_026,IS_030,IS_031,IS_032,IS_040,IS_050,IS_050.1,IS_051,IS_052,IS_060,IS_061,IS_062,IS_070,IS_071
PVC,2023,2,1857177,212974,102396,110577,157840,0,0,157840,1043141,995168,19785,0,0,0,66311,-38122,0,421236,494198,-72962,21985,12456,9166,362,0,0,171426,3366,0,0,0,0,0,3366,0,138957,116440,398936,-282496,0,0,0,22517,33099,-10581,0,0,0,1314,0,1314,0,0,0,0,0,0,27787,3929,23858,0,0,0,2028603,1208291,1190061,258404,121600,15893,11037,93708,0,0,0,31488,653803,0,4124,0,0,18229,0,0,0,0,0,114,126,0,0,0,3052,14936,0,820312,820312,500000,500000,0,40104,0,0,0,0,2672,153708,0,0,21112,13108,8004,0,102714,0,0,0,2028603,27939.0,10860.0,5335.0,-2477.0,-35998.0,2444.0,0.0,8104.0,285478.0,-65440.0,-236025.0,-4097.0,0.0,-28628.0,-5725.0,-13.0,-6745.0,-53093.0,-3806.0,0.0,-516218.0,523759.0,0.0,0.0,9293.0,13028.0,39897.0,0.0,582667.0,-557895.0,0.0,-119.0,0.0,24771.0,-15293.0,228243.0,24.0,212974.0,705870,-82,705953,659814,46138,6268,1789,706,0,8196,41689,732,13787,1078,12709,13441,2650.0,5124,2474,5842,27,5815,-40,0
PVC,2023,3,2050873,369566,174281,195284,109120,0,0,109120,1220933,1161465,34515,0,0,0,62874,-37922,0,337996,400461,-62465,13256,6536,6205,515,0,0,173551,3248,0,0,0,0,0,3248,0,134436,112173,396988,-284815,0,0,0,22263,33100,-10837,0,0,0,9020,0,9020,0,0,0,0,0,0,26846,3852,22993,0,0,0,2224425,1387205,1368450,263854,113496,11601,18098,149639,0,0,0,35198,772433,1407,2720,0,0,18754,0,0,0,0,0,0,126,0,0,0,3691,14936,0,837219,837219,500000,500000,0,40104,0,0,0,0,2672,153708,0,0,34020,13108,20912,0,106713,0,0,0,2224425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852625,6266,846359,772493,73865,6077,12021,975,0,7364,41853,18703,3615,1430,2185,20888,3032.0,3506,474,16907,12908,3999,238,0
PVC,2023,4,2255526,614484,345628,268856,191120,0,0,191120,1113621,1058228,21889,0,0,0,70935,-37432,0,318396,389344,-70947,17903,9536,8232,134,0,0,171731,3231,0,0,0,0,0,3231,0,130050,108020,397520,-289499,0,0,0,22029,33100,-11071,0,0,0,13022,0,13022,0,0,0,0,0,0,25427,3407,22019,0,0,0,2427257,1377730,1358842,312621,108174,10509,18097,95149,0,0,0,4053,809914,0,322,0,0,18887,0,0,0,0,0,0,267,0,0,0,3522,15097,0,1049527,1049527,811944,811944,0,39580,0,0,0,0,2672,53713,0,0,33723,13263,20459,0,107891,0,0,0,2427257,54555.0,20805.0,9532.0,6576.0,-51257.0,4169.0,0.0,44382.0,219906.0,39413.0,-247967.0,-655.0,0.0,-42866.0,-13389.0,-11.0,-33292.0,-34481.0,-13180.0,243.0,-523018.0,549339.0,0.0,0.0,32151.0,45292.0,211948.0,0.0,1241234.0,-1069122.0,0.0,-8710.0,0.0,375350.0,386161.0,228243.0,79.0,614484.0,1011092,655,1010437,953589,56848,5797,2150,749,0,9427,45926,5141,1287,701,586,5727,2709.0,3856,1147,724,-452,1177,-52,0
PVC,2024,1,1785822,398797,143393,255403,264120,0,0,264120,852456,833116,26160,0,0,0,30596,-37417,0,257787,312236,-54448,12661,4432,7252,976,0,0,170339,3241,0,0,0,0,0,3241,0,132363,110465,404880,-294414,0,0,0,21898,33160,-11262,0,0,0,9603,0,9603,0,0,0,0,0,0,25130,3197,21932,0,0,0,1956162,905448,883060,221644,93747,3343,12879,70700,0,0,0,3277,477742,0,-274,0,0,22387,0,0,0,0,0,0,267,0,0,0,3522,18597,0,1050714,1050714,811944,811944,0,39728,0,0,0,0,2672,53713,0,0,33797,33747,50,0,108856,0,0,0,1956162,2531.0,5114.0,-13014.0,429.0,-10364.0,589.0,0.0,-14713.0,311224.0,77108.0,-189001.0,5551.0,0.0,-3833.0,32721.0,-2281.0,0.0,205314.0,-3056.0,0.0,-177012.0,57012.0,0.0,0.0,4916.0,-118139.0,0.0,0.0,20944.0,-359109.0,0.0,157.0,0.0,-338007.0,-250833.0,649484.0,146.0,398797.0,397871,26,397844,365126,32718,6472,1808,589,0,5871,31305,204,2622,295,2327,2531,1486.0,1512,26,992,941,50,1,0
PVC,2024,2,1832224,326833,119333,207500,263120,0,0,263120,925462,870780,42429,0,0,0,53351,-41097,0,300979,355402,-54423,15829,4828,8511,2489,0,0,171106,6986,0,0,0,0,0,6986,0,65502,60690,279304,-218613,0,0,0,4811,8640,-3828,64214,151876,-87661,10977,0,10977,0,0,0,0,0,0,23425,2954,20471,0,0,0,2003330,975524,954002,311385,91624,5825,11935,66926,0,0,0,23547,436087,0,6669,0,0,21522,0,0,0,0,0,21,0,0,0,0,3116,18383,0,1027806,1027806,811944,811944,0,39728,0,0,0,0,2672,56913,0,0,18330,16735,1595,0,98215,0,0,0,2003330,9346.0,10299.0,-11385.0,4505.0,-24381.0,1403.0,0.0,-10211.0,227625.0,33941.0,-152650.0,5399.0,0.0,-1023.0,-4649.0,-751.0,-8666.0,89015.0,-6888.0,0.0,-180031.0,150531.0,0.0,0.0,7546.0,-28841.0,0.0,0.0,249778.0,-632914.0,0.0,157.0,0.0,-382978.0,-322804.0,649484.0,152.0,326833.0,808284,244,808039,747043,60996,8393,1777,814,0,19139,42155,6316,1336,837,498,6815,68.0,1096,1028,4690,1544,3145,19,0
PVC,2024,3,1754972,327344,161757,165586,220750,0,0,220750,817643,752819,60936,0,0,0,44811,-40923,0,372301,425724,-53423,16932,4282,8969,3680,0,0,168713,8833,0,0,0,0,0,8833,0,62475,57707,279796,-222088,0,0,0,4767,8640,-3872,62897,151876,-88978,10977,0,10977,0,0,0,0,0,0,23528,3111,20416,0,0,0,1923685,894874,874806,346472,104241,8874,13070,91818,0,0,0,11129,294966,0,4233,0,0,20068,0,0,0,0,0,0,0,0,0,0,3305,16762,0,1028810,1028810,811944,811944,0,39728,0,0,0,0,2672,56913,0,0,18879,18712,166,0,98671,0,0,0,1923685,12257.0,15126.0,-11616.0,1326.0,-32912.0,2089.0,0.0,-13729.0,332667.0,-36379.0,-106948.0,5788.0,0.0,-1513.0,-6712.0,-89.0,-13439.0,159642.0,-7710.0,-12.0,-318390.0,342040.0,0.0,0.0,26611.0,42538.0,0.0,0.0,322833.0,-847089.0,0.0,-157.0,0.0,-524413.0,-322232.0,649484.0,92.0,327344.0,749629,-170,749799,711468,38331,5635,1987,686,0,8754,31835,1389,3086,1622,1464,2853,1884.0,2043,159,651,-1502,2153,-24,0
PVG,2016,0,519912,32530,32530,0,16000,0,0,16000,364565,385370,7267,0,0,0,16178,-44251,0,52575,52575,0,54242,2008,48786,3446,0,0,789884,17433,0,0,0,0,0,17433,0,461572,458981,667777,-208796,0,0,0,2591,4037,-1445,24515,25306,-790,2819,0,2819,11920,0,0,36920,-25000,0,271624,271624,0,0,0,0,1309797,927863,837898,510174,246,1181,14136,4489,0,0,865,20644,286159,0,0,0,0,89964,0,0,0,0,0,25055,64529,0,0,0,0,379,0,381934,381934,277198,277198,0,19717,0,0,0,0,0,83824,0,0,1194,609,584,0,0,0,0,0,1309797,608,33571,22283,0,-6720,15234,0,64977,185012,-23055,-65832,-12514,0,-18127,0,12577,-6032,137005,-58729,0,0,0,0,0,2130,-56598,0,0,1639561,-1760481,0,-17220,0,-138141,-57733,90264,0,32530,2525198,0,2525198,2148825,376372,6720,15361,152234,0,294945,72529,256,443,91,351,608,0.0,0,0,608,608,0,22,0
PVG,2017,0,710485,48990,48990,0,16000,0,0,16000,480714,492126,7001,0,0,0,38258,-56672,902400,83282,83282,0,81497,4679,75127,1689,0,0,745047,15112,0,0,0,0,0,15112,0,434455,431829,682192,-250362,0,0,0,2626,4269,-1643,24842,26427,-1585,6011,0,6011,11920,0,0,36920,-25000,0,252704,252704,0,0,0,0,1455532,1060406,968329,495610,693,3026,15506,4733,0,0,864,24227,423668,0,0,0,0,92076,0,0,0,0,0,24192,67883,0,0,0,0,0,0,395126,395126,277198,277198,0,19717,0,0,0,0,0,83824,0,0,14386,13192,1194,0,0,0,0,0,1455532,14429,43686,12421,0,-1873,18409,0,87072,-151619,-30707,-169,16248,0,-18308,0,0,-5,-97489,-25577,86,0,0,0,0,1995,-23495,0,0,2471890,-2334382,0,-63,0,137444,16459,32530,0,48990,3552348,0,3552348,3049332,503015,2136,19054,18409,0,404323,68292,13481,1019,72,947,14429,1231.0,1231,0,13197,13197,0,274,0
PVG,2018,0,726598,33918,33918,0,26800,0,0,26800,477889,498968,3909,0,0,0,44367,-69355,0,71016,71016,0,116973,2725,111219,3028,0,0,723707,8112,0,0,0,0,0,8112,0,405525,401898,689769,-287871,0,0,0,3626,5836,-2209,24014,26427,-2413,10012,0,10012,10000,0,0,35000,-25000,0,266041,266041,0,0,0,0,1450305,1043373,937643,479979,3053,2048,20270,4463,0,0,0,10504,417323,0,0,0,0,105729,0,0,0,0,0,24192,81536,0,0,0,0,0,0,406931,406931,277198,0,0,19717,0,0,0,0,0,83824,0,0,26191,11805,14386,0,0,0,0,0,1450305,15031,43234,12683,-3811,0,19578,0,86716,-41698,12460,-10355,-11255,0,-19346,-4355,-6752,-259,5154,-6788,0,-10800,0,0,0,3481,-14106,0,0,2495786,-2501906,0,0,0,-6119,-15072,48990,0,33918,4054934,0,4054934,3560699,494234,3820,22163,19578,0,398020,63382,14488,548,4,543,15031,2966.0,2966,0,12064,12064,0,0,0
PVG,2018,3,724478.0,113043.0,30543.0,82500.0,0.0,0.0,0.0,0.0,485947.0,523627.0,9869.0,0.0,0.0,0.0,10245.0,-57795.0,0.0,57200.0,57200.0,0.0,68287.0,9408.0,57314.0,1564.0,0.0,0.0,705913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417177.0,413115.0,689719.0,-276604.0,0.0,0.0,0.0,4062.0,5836.0,-1773.0,24221.0,26427.0,-2206.0,9908.0,0.0,9908.0,10000.0,0.0,0.0,35000.0,-25000.0,0.0,244604.0,244604.0,0.0,0.0,0.0,0.0,1430391.0,1026822.0,936196.0,465283.0,3515.0,833.0,23161.0,3267.0,0.0,0.0,0.0,1282.0,438852.0,0.0,0.0,0.0,0.0,90626.0,0.0,0.0,0.0,0.0,0.0,23167.0,67458.0,0.0,0.0,0.0,0.0,0.0,0.0,403568.0,403568.0,277198.0,277198.0,0.0,19717.0,0.0,0.0,0.0,0.0,0.0,83824.0,0.0,0.0,22828.0,8441.0,14386.0,0.0,0.0,0.0,0.0,0.0,1430391.0,3459.0,17521.0,-1122.0,5663.0,0.0,4650.0,0.0,30171.0,28127.0,-10061.0,-158070.0,-46167.0,0.0,-4450.0,-816.0,21725.0,16824.0,-122716.0,16349.0,0.0,0.0,0.0,52220.0,0.0,-1631.0,66937.0,0.0,0.0,746585.0,-632048.0,0.0,55.0,0.0,114592.0,58813.0,54229.0,0.0,113043.0,1021491.0,0.0,1021491.0,898654.0,122836.0,728.0,7785.0,4650.0,0.0,101275.0,11284.0,3219.0,245.0,4.0,240.0,3459.0,833.0,833.0,0.0,2625.0,2625.0,0.0,0.0,0.0
PVG,2018,4,726598,33918,33918,0,26800,0,0,26800,477889,498968,3909,0,0,0,44367,-69355,0,71016,71016,0,116973,2725,111219,3028,0,0,723707,8112,0,0,0,0,0,8112,0,405525,401898,689769,-287871,0,0,0,3626,5836,-2209,24014,26427,-2413,10012,0,10012,10000,0,0,35000,-25000,0,266041,266041,0,0,0,0,1450305,1043373,937643,479979,3053,2048,20270,4463,0,0,0,10504,417323,0,0,0,0,105729,0,0,0,0,0,24192,81536,0,0,0,0,0,0,406931,406931,277198,0,0,19717,0,0,0,0,0,83824,0,0,26191,11805,14386,0,0,0,0,0,1450305,15031.0,43234.0,12683.0,-3811.0,0.0,19578.0,0.0,86716.0,-41698.0,12460.0,-10355.0,-11255.0,0.0,-19346.0,-4355.0,-6752.0,-259.0,5154.0,-6788.0,0.0,-10800.0,0.0,0.0,0.0,3481.0,-14106.0,0.0,0.0,2495786.0,-2501906.0,0.0,0.0,0.0,-6119.0,-15072.0,48990.0,0.0,33918.0,1070565,0,1070565,941685,128879,1592,4211,3912,0,93559,28296,4405,14,-9,23,4428,805.0,805,0,3622,3622,0,0,0
PVG,2019,0,610959,72571,56571,16000,0,0,0,0,399052,454753,4532,0,0,0,6596,-66829,0,50507,50507,0,88827,7398,79462,1966,0,0,671935,6821,0,0,0,0,0,6821,0,371941,369024,691247,-322222,0,0,0,2916,5836,-2919,23186,26427,-3241,15931,0,15931,10000,0,0,35000,-25000,0,244054,244054,0,0,0,0,1282895,805089,700105,522681,4042,2765,17082,5265,0,0,864,28730,118673,0,0,0,0,104984,0,0,0,0,0,22464,82519,0,0,0,0,0,0,477805,477805,365000,0,0,19717,0,0,0,0,0,83824,0,0,9263,-2813,12076,0,0,0,0,0,1282895,206,32611,0,0,5367,19327,0,57514,-57240,-5119,0,-5486,0,-19659,-961,197526,168729,335302,0,1455,0,0,0,0,800,2255,0,0,1991937,-2290812,0,0,0,-298874,38683,33888,0,72571,3480461,0,3480461,3108657,371804,5663,23330,0,0,309083,43609,1443,149,1386,-1237,206,0.0,0,0,206,206,0,0,0
PVG,2019,1,756819,44462,44462,0,32200,0,0,32200,528514,566748,2430,0,0,0,27444,-68109,0,32970,32970,0,118671,0,115640,3030,0,0,701859,9780,0,0,0,0,0,9780,0,394054,390549,688313,-297764,0,0,0,3505,5836,-2331,23807,26427,-2620,8767,0,8767,10000,0,0,35000,-25000,0,255449,255449,0,0,0,0,1458679,1048315,942610,482570,1248,2372,13721,13705,0,0,0,13711,415281,0,0,0,0,105704,0,0,0,0,0,23842,81861,0,0,0,0,0,0,410364,410364,277198,0,0,19717,0,0,0,0,0,83824,0,0,29623,3384,26239,0,0,0,0,0,1458679,4543.0,10222.0,0.0,314.0,0.0,5465.0,0.0,20545.0,-18376.0,-20725.0,0.0,-4892.0,0.0,-5532.0,0.0,21553.0,18813.0,11385.0,0.0,1455.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,0.0,553936.0,-556204.0,0.0,0.0,0.0,-2267.0,10573.0,33888.0,0.0,44462.0,917993,0,917993,808262,109731,182,5780,5465,0,84935,14654,4543,596868,504765,92103,4543,0.0,0,0,4543,4543,0,0,0
PVG,2019,2,653135,51384,30384,21000,51500,0,0,51500,367125,390513,8888,0,0,0,33844,-66121,0,53635,53635,0,129489,6705,119877,2905,0,0,700524,9691,0,0,0,0,0,9691,0,391030,387758,690127,-302368,0,0,0,3271,5836,-2564,23600,26427,-2827,14782,0,14782,10000,0,0,35000,-25000,0,251420,251420,0,0,0,0,1353659,872516,765093,362422,1199,2877,4974,12433,0,0,864,25332,354990,0,0,0,0,107422,0,0,0,0,0,22896,84525,0,0,0,0,0,0,481143,481143,365000,0,0,19717,0,0,0,0,0,83824,0,0,12601,435,12166,0,0,0,0,0,1353659,-3933.0,6073.0,0.0,0.0,0.0,5658.0,0.0,7799.0,4681.0,5241.0,0.0,-594.0,0.0,-5783.0,-124.0,35972.0,30594.0,77786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549823.0,-610114.0,0.0,0.0,0.0,-60290.0,17496.0,33888.0,0.0,51384.0,788579,0,788579,721618,66960,808,8993,5658,0,57512,5294,-4031,98,200021,98,-3933,0.0,0,0,-3933,-3933,0,0,0
PVG,2019,3,611652,68241,47241,21000,51500,0,0,51500,300024,343672,7732,0,0,0,15448,-66829,0,55578,55578,0,136308,12331,122847,1130,0,0,682111,9691,0,0,0,0,0,9691,0,383436,380075,686754,-306678,0,0,0,3361,5836,-2475,23393,26427,-3034,8391,0,8391,10000,0,0,35000,-25000,0,247198,247198,0,0,0,0,1293764,823475,714838,364274,2353,2640,20377,3518,0,0,0,3466,318206,0,0,0,0,108636,0,0,0,0,0,23544,85091,0,0,0,0,0,0,470289,470289,365000,0,0,19717,0,0,0,0,0,83824,0,0,1747,-10631,12379,0,0,0,0,0,1293764,-10631.0,23351.0,0.0,0.0,3084.0,15811.0,0.0,31615.0,-57240.0,-5119.0,0.0,-5486.0,0.0,-15987.0,-124.0,97526.0,87056.0,132239.0,0.0,1455.0,0.0,0.0,0.0,0.0,0.0,1455.0,0.0,0.0,1584983.0,-1684325.0,0.0,0.0,0.0,-99341.0,34353.0,33888.0,0.0,68241.0,794835,0,794835,701683,93151,2413,4122,4086,0,86407,16324,-11288,47,20013,47,-11241,0.0,0,0,-11241,-11241,0,0,0
PVG,2019,4,610959,72571,56571,16000,0,0,0,0,399052,454753,4532,0,0,0,6596,-66829,0,50507,50507,0,88827,7398,79462,1966,0,0,671935,6821,0,0,0,0,0,6821,0,371941,369024,691247,-322222,0,0,0,2916,5836,-2919,23186,26427,-3241,15931,0,15931,10000,0,0,35000,-25000,0,244054,244054,0,0,0,0,1282895,805089,700105,522681,4042,2765,17082,5265,0,0,864,28730,118673,0,0,0,0,104984,0,0,0,0,0,22464,82519,0,0,0,0,0,0,477805,477805,365000,0,0,19717,0,0,0,0,0,83824,0,0,9263,-2813,12076,0,0,0,0,0,1282895,206.0,32611.0,0.0,0.0,5367.0,19327.0,0.0,57514.0,-57240.0,-5119.0,0.0,-5486.0,0.0,-19659.0,-961.0,197526.0,168729.0,335302.0,0.0,1455.0,0.0,0.0,0.0,0.0,800.0,2255.0,0.0,0.0,1991937.0,-2290812.0,0.0,0.0,0.0,-298874.0,38683.0,33888.0,0.0,72571.0,979053,0,979053,877092,101960,2259,4434,3516,0,80228,7335,12221,3,1385,-1382,10838,2167.0,2167,0,8671,8671,0,0,0
PVG,2020,0,936193,252177,63077,189100,98100,0,0,98100,475554,525274,9817,0,0,0,10099,-69636,0,36261,36261,0,74099,2499,67646,3954,0,0,614573,6284,0,0,0,0,0,6284,0,344581,341676,676031,-334355,0,0,0,2905,6601,-3695,22357,26427,-4070,1038,0,1038,10000,0,0,35000,-25000,0,230312,230312,0,0,0,0,1550767,1069421,960619,833965,4839,2981,13276,8680,0,0,864,46012,50000,0,0,0,0,108802,0,0,0,0,0,21600,87201,0,0,0,0,0,0,481345,481345,365000,365000,0,19717,0,0,0,0,0,83824,0,0,12803,442,12361,0,0,0,0,0,1550767,1036,39081,2807,1414,-12283,2071,0,34127,-30751,2629,335395,18641,0,-2132,-1225,0,-69,356616,-17514,18,0,0,-98100,0,7277,-108319,0,0,624416,-693090,0,-23,0,-68697,179599,72565,12,252177,3457965,0,3457965,3102634,355331,7275,3997,2071,0,314150,49827,-5368,6545,139,6405,1036,525.0,525,0,511,511,0,13,13
PVG,2020,1,662462,193448,57448,136000,0,0,0,0,343486,400195,5210,0,0,0,4910,-66829,0,33887,39602,-5714,91639,8972,80700,1966,0,0,669566,6821,0,0,0,0,0,6821,0,364536,361980,694583,-332602,0,0,0,2556,6185,-3629,22979,26427,-3448,21173,0,21173,10000,0,0,35000,-25000,0,244054,244054,0,0,0,0,1332029,862725,760675,732010,4681,2765,11844,3988,0,0,0,5385,0,0,0,0,0,102050,0,0,0,0,0,23112,78937,0,0,0,0,0,0,469303,469303,365000,365000,0,19717,0,0,0,0,0,83824,0,0,761,-11599,12361,0,0,0,0,0,1332029,-11599.0,10327.0,0.0,123.0,0.0,873.0,0.0,-275.0,300423.0,-26420.0,376970.0,-1383.0,0.0,-996.0,-700.0,430908.0,-719117.0,359409.0,0.0,-69.0,-174000.0,54000.0,0.0,0.0,217.0,-119852.0,0.0,0.0,11776.0,-130450.0,0.0,0.0,0.0,-118673.0,120883.0,72565.0,0.0,193148.0,833163,0,833163,764626,68536,444,1233,873,0,67204,12142,-11599,0,0,0,-11599,0.0,0,0,-11599,-11599,0,0,0
PVG,2020,2,712150,203345,39245,164100,0,0,0,0,341583,374772,6513,0,0,0,26418,-66121,0,63506,64206,-700,103715,9764,91984,1966,0,0,643955,6265,0,0,0,0,0,6265,0,365279,362249,705195,-342945,0,0,0,3029,6317,-3287,22772,26427,-3655,4338,0,4338,10000,0,0,35000,-25000,0,235298,235298,0,0,0,0,1356106,883071,778230,635488,3251,3342,16160,17083,0,0,0,32903,70000,0,0,0,0,104841,0,0,0,0,0,23328,81512,0,0,0,0,0,0,473034,473034,365000,365000,0,19717,0,0,0,0,0,83824,0,0,4492,-7620,12113,0,0,0,0,0,1356106,-7620.0,21344.0,0.0,205.0,0.0,932.0,0.0,14862.0,1604541.0,-1385109.0,-38163.0,-1383.0,0.0,-996.0,-700.0,616465.0,-499602.0,309914.0,0.0,-69.0,-324110.0,193000.0,0.0,0.0,718.0,-130461.0,0.0,0.0,101776.0,-150450.0,0.0,0.0,0.0,-48673.0,130779.0,72565.0,0.0,203345.0,691215,0,691215,603418,87797,1258,5,5,0,69758,15648,3642,411,74,336,3978,795.0,795,0,3183,3183,0,0,0
PVG,2020,3,692777,231151,54051,177100,0,0,0,0,344838,397199,7424,0,0,0,6335,-66121,0,16753,16753,0,100034,9191,88408,2434,0,0,635930,6997,0,0,0,0,0,6997,0,356105,353001,706387,-353386,0,0,0,3104,6589,-3484,22564,26427,-3862,5718,0,5718,10000,0,0,35000,-25000,0,234543,234543,0,0,0,0,1328707,860144,756743,597159,4631,2377,9496,4981,0,0,0,24055,114041,0,0,0,0,103401,0,0,0,0,0,23112,80288,0,0,0,0,0,0,468563,468563,365000,0,0,19717,0,0,0,0,0,83824,0,0,21,-9018,9040,0,0,0,0,0,1328707,-8618.0,32350.0,0.0,-2613.0,0.0,1155.0,0.0,22274.0,42788.0,71946.0,0.0,7718.0,0.0,-1195.0,-1100.0,13728.0,4435.0,160595.0,-69.0,18.0,0.0,0.0,0.0,0.0,2709.0,2657.0,0.0,0.0,264672.0,-269304.0,0.0,-36.0,0.0,-4667.0,158585.0,72565.0,0.0,231151.0,837951,0,837951,754551,83399,2596,392,223,0,74756,11848,-1001,4,569208,3,-997,400.0,400,0,-1397,-1397,0,0,0
PVG,2020,4,918697,350247,63047,287200,0,0,0,0,471826,525319,9817,0,0,0,6326,-69636,0,36222,36222,0,60400,2499,53996,3904,0,0,614699,6334,0,0,0,0,0,6334,0,344581,341676,676031,-334355,0,0,0,2905,6601,-3695,22357,26427,-4070,1038,0,1038,10000,0,0,35000,-25000,0,230387,230387,0,0,0,0,1533396,1052051,942384,822363,4837,933,13629,9174,0,0,0,41445,50000,0,0,0,0,109666,0,0,0,0,0,22464,87201,0,0,0,0,0,0,481345,481345,365000,0,0,19717,0,0,0,0,0,83824,0,0,12803,478,12325,0,0,0,0,0,1533396,1036.0,40651.0,0.0,-1926.0,0.0,2071.0,0.0,41833.0,42788.0,70615.0,0.0,7718.0,0.0,-2132.0,-1225.0,91370.0,61441.0,312409.0,-69.0,26793.0,0.0,0.0,0.0,0.0,7287.0,34011.0,0.0,0.0,624416.0,-693090.0,0.0,-65.0,0.0,-68739.0,277681.0,72565.0,0.0,350247.0,1095635,0,1095635,980038,115597,2976,2365,916,0,102431,10187,3589,5990,0,5990,9579,125.0,125,0,9454,9454,0,0,0
PVG,2021,0,1261081,573510,37110,536400,186100,0,0,0,327041,386101,1316,0,0,0,10836,-71213,0,94423,0,0,80005,3501,76504,0,0,0,579077,4413,0,0,0,0,0,0,0,305818,303395,681710,-378314,0,0,0,2422,6686,-4264,21934,26427,-4493,1827,0,0,10000,0,0,35000,-25000,0,235084,0,0,0,0,0,1840159,1344192,1214410,1150109,3028,3194,21206,15178,0,0,864,20828,0,0,0,0,0,129782,0,0,0,0,0,20736,109045,0,0,0,0,0,0,495966,495966,365000,365000,0,19717,0,0,0,0,0,83824,0,0,27424,14621,12803,0,0,0,0,0,1840159,18620,45045,1576,8,-18028,24,0,47246,144129,-58162,317684,-5439,0,-87,-1491,0,0,443880,-724,0,-88000,0,0,0,16297,-72426,0,0,0,-50000,0,-111,0,-50111,321342,252177,-8,573510,4079425,0,4079425,3668492,410932,18055,105,24,0,351202,59371,18308,327,16,311,18620,3998.0,3998,0,14621,14621,0,401,401
PVG,2021,1,1035486,537046,60846,476200,0,0,0,0,388127,436269,10528,0,0,0,10966,-69636,0,31172,31172,0,79139,3301,72449,3389,0,0,607180,6442,0,0,0,0,0,6442,0,338705,336018,679734,-343716,0,0,0,2686,6686,-3999,22150,26427,-4277,335,0,335,10000,0,0,35000,-25000,0,229545,229545,0,0,0,0,1642667,1156356,1042263,980818,2851,1032,14720,11970,0,0,864,30006,0,0,0,0,0,114093,0,0,0,0,0,21384,92708,0,0,0,0,0,0,486310,486310,365000,0,0,19717,0,0,0,0,0,83824,0,0,17768,4965,12803,0,0,0,0,0,1642667,6206.0,10400.0,0.0,-82.0,0.0,24.0,0.0,16548.0,121318.0,4421.0,122896.0,-35.0,0.0,-62.0,-20.0,89253.0,-98607.0,255713.0,0.0,29156.0,0.0,0.0,0.0,0.0,0.0,29156.0,0.0,0.0,50000.0,-50000.0,0.0,0.0,0.0,0.0,284869.0,252177.0,0.0,537046.0,1237458,3,1237454,1130841,106612,1856,108,24,0,89506,12664,6189,16,110003,16,6206,1241.0,1241,0,4965,4965,0,0,0
